policy_id,policy_type,line_of_business,policy_start_date,policy_end_date,agent_id,channel,premium_tier
POL-9FA03BEE,Personal,Auto,2018-04-16,2028-04-13,AGT-8283,Direct,Low
POL-045743A0,Personal,Auto,2019-08-07,2024-08-05,AGT-8943,Broker,High
POL-AD61AD25,Personal,Auto,2019-02-19,2024-02-18,AGT-8892,Digital,Low
POL-2203F0EC,Personal,Auto,2016-05-12,2026-05-10,AGT-2536,Broker,Low
POL-AFB946A6,Personal,Auto,2020-04-21,2026-04-20,AGT-2526,Digital,Mid
POL-45F6FCA3,Personal,Auto,2017-01-23,2027-01-21,AGT-2850,Broker,Mid
POL-B80B75CA,Commercial,Liability,2019-10-06,2025-10-04,AGT-6645,Digital,High
POL-9E86CCB1,Personal,Auto,2016-01-04,2023-01-02,AGT-6228,Agent,Low
POL-F49D72C0,Commercial,Commercial,2017-12-17,2022-12-16,AGT-8714,Agent,High
POL-83D118C9,Personal,Auto,2018-02-04,2028-02-02,AGT-8593,Broker,High
POL-2E778965,Personal,Auto,2018-05-11,2025-05-09,AGT-8319,Digital,Mid
POL-7113FD86,Personal,Homeowners,2020-02-05,2026-02-03,AGT-1710,Direct,Low
POL-BA327300,Personal,Auto,2021-05-14,2028-05-12,AGT-7259,Direct,Mid
POL-E14A1D48,Personal,Homeowners,2016-08-10,2021-08-09,AGT-8657,Agent,High
POL-EEDB7F1F,Personal,Auto,2017-02-01,2026-01-30,AGT-9840,Broker,Mid
POL-C5110C8A,Personal,Auto,2017-07-11,2022-07-10,AGT-4087,Digital,Low
POL-C139EF26,Personal,Homeowners,2018-10-09,2025-10-07,AGT-7989,Agent,Mid
POL-CCE07786,Personal,Auto,2018-06-16,2025-06-14,AGT-4655,Direct,Low
POL-8B9A1FFE,Personal,Auto,2020-02-11,2025-02-09,AGT-2446,Agent,Mid
POL-808F97F7,Personal,Auto,2019-09-10,2024-09-08,AGT-4058,Digital,Low
POL-EA7A1EC3,Personal,Auto,2015-03-10,2023-03-08,AGT-3260,Agent,Mid
POL-EA2772CF,Commercial,Liability,2018-01-07,2025-01-05,AGT-9202,Direct,High
POL-4F907932,Personal,Auto,2018-06-09,2023-06-08,AGT-2580,Agent,Mid
POL-2C75E9D1,Personal,Auto,2018-04-09,2023-04-08,AGT-2177,Broker,Mid
POL-BEED1746,Personal,Homeowners,2016-01-11,2025-01-08,AGT-6217,Agent,High
POL-78BD6EE8,Personal,Auto,2017-10-11,2026-10-09,AGT-6167,Direct,Low
POL-8A5FF4CB,Personal,Auto,2017-08-07,2025-08-05,AGT-6049,Agent,Low
POL-D55B8938,Personal,Auto,2016-11-28,2026-11-26,AGT-2332,Digital,Mid
POL-0E048EB4,Personal,Auto,2019-06-25,2024-06-23,AGT-5486,Agent,Mid
POL-683468AE,Personal,Auto,2017-06-09,2026-06-07,AGT-9356,Agent,Mid
POL-B3CAF02E,Personal,Auto,2018-11-04,2027-11-02,AGT-1808,Direct,Mid
POL-808ABA4C,Personal,Auto,2018-01-30,2024-01-29,AGT-8180,Agent,Low
POL-131C5B24,Personal,Auto,2020-05-12,2028-05-10,AGT-2131,Broker,Low
POL-5FD1DDF6,Personal,Auto,2016-10-18,2025-10-16,AGT-3104,Broker,Mid
POL-1104D815,Commercial,Commercial,2016-04-16,2024-04-14,AGT-9082,Agent,High
POL-99980037,Personal,Auto,2017-11-20,2023-11-19,AGT-3679,Digital,Mid
POL-A42F45F2,Personal,Auto,2018-04-14,2026-04-12,AGT-5701,Agent,Low
POL-499FB835,Commercial,Liability,2017-05-31,2026-05-29,AGT-4433,Digital,High
POL-F272B5EB,Personal,Auto,2019-11-24,2024-11-22,AGT-6527,Direct,Low
POL-F6B51B94,Personal,Auto,2016-03-29,2024-03-27,AGT-4648,Agent,Mid
POL-8A046F88,Personal,Auto,2015-12-20,2023-12-18,AGT-4994,Digital,Mid
POL-59F23A0B,Personal,Auto,2017-01-17,2024-01-16,AGT-8355,Digital,Mid
POL-A60080CC,Commercial,Commercial,2019-04-08,2024-04-06,AGT-5986,Broker,High
POL-E2955BFB,Personal,Auto,2020-08-03,2025-08-02,AGT-6080,Broker,Low
POL-69F65651,Personal,Auto,2019-08-05,2028-08-02,AGT-8249,Broker,Low
POL-F1AB35D5,Personal,Auto,2018-11-29,2027-11-27,AGT-4851,Broker,Low
POL-2466CA08,Personal,Auto,2019-12-17,2026-12-15,AGT-8411,Agent,High
POL-9B61C321,Personal,Auto,2019-09-05,2029-09-02,AGT-7474,Agent,High
POL-86051645,Personal,Auto,2016-08-28,2026-08-26,AGT-8952,Broker,Mid
POL-B03937DE,Personal,Auto,2018-04-26,2026-04-24,AGT-5120,Agent,Mid
POL-EFBCFEAB,Personal,Auto,2019-10-22,2027-10-20,AGT-6027,Digital,Low
POL-01D35D06,Personal,Auto,2017-08-23,2027-08-21,AGT-2154,Agent,High
POL-95281867,Personal,Auto,2019-01-09,2027-01-07,AGT-2001,Direct,Low
POL-796A4711,Personal,Auto,2018-10-31,2028-10-28,AGT-1967,Agent,Low
POL-EAA6CD95,Personal,Auto,2018-05-12,2028-05-09,AGT-6696,Broker,High
POL-01391BF7,Personal,Auto,2015-06-23,2021-06-21,AGT-3933,Direct,Low
POL-B5A91DB7,Personal,Homeowners,2019-06-27,2027-06-25,AGT-3599,Digital,High
POL-5FBB50B6,Personal,Auto,2020-10-26,2029-10-24,AGT-6425,Direct,Mid
POL-35156F1C,Personal,Homeowners,2016-04-07,2025-04-05,AGT-4585,Agent,High
POL-ABB6A6B4,Personal,Auto,2017-05-24,2024-05-22,AGT-2213,Broker,Mid
POL-B358BF56,Personal,Homeowners,2015-01-15,2025-01-12,AGT-6016,Agent,Mid
POL-2AC2BB98,Personal,Auto,2015-05-08,2022-05-06,AGT-5950,Broker,Mid
POL-350148B3,Personal,Auto,2021-02-02,2028-02-01,AGT-2257,Direct,High
POL-CBBE0197,Personal,Auto,2018-08-01,2023-07-31,AGT-3426,Agent,Mid
POL-38C179BC,Personal,Auto,2017-11-23,2023-11-22,AGT-3135,Agent,High
POL-EDBC6836,Personal,Auto,2017-06-19,2027-06-17,AGT-7258,Digital,High
POL-636C2054,Personal,Auto,2021-11-29,2030-11-27,AGT-3241,Direct,Mid
POL-EE4FBAE1,Personal,Auto,2017-12-23,2026-12-21,AGT-1254,Agent,High
POL-1106F6E7,Personal,Auto,2019-01-20,2029-01-17,AGT-3400,Broker,Low
POL-5ACD5E2D,Personal,Auto,2017-07-08,2023-07-07,AGT-5220,Digital,High
POL-B19271F7,Personal,Auto,2015-07-12,2023-07-10,AGT-7923,Broker,High
POL-EC27F1D8,Personal,Auto,2019-05-21,2026-05-19,AGT-1470,Broker,Low
POL-2A6F59E9,Personal,Auto,2015-10-31,2025-10-28,AGT-8930,Agent,Mid
POL-5D11C43D,Personal,Auto,2019-05-25,2026-05-23,AGT-3974,Agent,Mid
POL-3EBA28FE,Personal,Auto,2017-01-21,2027-01-19,AGT-4083,Digital,High
POL-7238237B,Personal,Auto,2019-07-19,2028-07-16,AGT-1140,Digital,Low
POL-7A12E0C0,Commercial,Liability,2019-03-15,2028-03-12,AGT-3486,Broker,High
POL-E7639A09,Personal,Auto,2019-05-10,2029-05-07,AGT-5221,Broker,Mid
POL-9686C36A,Personal,Auto,2015-07-03,2024-06-30,AGT-6634,Digital,Low
POL-45FC41A7,Personal,Homeowners,2019-09-21,2025-09-19,AGT-7902,Direct,High
POL-A2EBAE85,Commercial,Liability,2021-04-12,2029-04-10,AGT-5703,Agent,High
POL-793819A2,Personal,Auto,2016-05-18,2023-05-17,AGT-1901,Digital,Mid
POL-0C3F18DD,Commercial,Commercial,2017-01-25,2022-01-24,AGT-4522,Agent,High
POL-9C461310,Commercial,Commercial,2020-05-20,2028-05-18,AGT-7616,Direct,High
POL-E85C5464,Personal,Homeowners,2016-07-30,2023-07-29,AGT-6755,Agent,Mid
POL-062F5FA3,Personal,Auto,2019-08-14,2026-08-12,AGT-6257,Broker,Low
POL-9C2917FC,Personal,Auto,2019-04-18,2024-04-16,AGT-5574,Broker,High
POL-FC73D94E,Personal,Auto,2015-01-23,2023-01-21,AGT-5540,Broker,High
POL-1A35DB2D,Personal,Auto,2018-07-30,2026-07-28,AGT-9936,Direct,Mid
POL-FEE68890,Personal,Auto,2018-08-28,2023-08-27,AGT-6394,Agent,Low
POL-1345BD14,Personal,Auto,2017-02-01,2025-01-30,AGT-6373,Direct,Mid
POL-17D08938,Personal,Auto,2020-07-03,2026-07-02,AGT-4022,Digital,Mid
POL-A3717A73,Personal,Auto,2016-02-04,2021-02-02,AGT-5409,Direct,Mid
POL-8DCACBD6,Personal,Homeowners,2017-06-15,2024-06-13,AGT-7392,Broker,Mid
POL-8C0E15DB,Personal,Auto,2020-08-21,2027-08-20,AGT-8721,Agent,Low
POL-4C7E7886,Personal,Auto,2016-09-19,2026-09-17,AGT-8016,Broker,High
POL-1C9009FF,Personal,Homeowners,2020-09-17,2025-09-16,AGT-6960,Agent,High
POL-C63EDD28,Personal,Homeowners,2015-10-04,2022-10-02,AGT-8003,Broker,Low
POL-050BFFBB,Commercial,Liability,2018-03-30,2027-03-28,AGT-1296,Broker,High
POL-EA5382DB,Personal,Homeowners,2015-11-05,2021-11-03,AGT-3424,Direct,Mid
POL-ABDD5CEF,Commercial,Commercial,2019-05-08,2029-05-05,AGT-3187,Agent,High
POL-878970FE,Personal,Auto,2019-05-17,2028-05-14,AGT-6884,Agent,Low
POL-9A72F7EA,Personal,Auto,2020-10-14,2030-10-12,AGT-7779,Agent,High
POL-E6968089,Personal,Auto,2021-04-30,2031-04-28,AGT-2332,Broker,Low
POL-AEE1C8E7,Personal,Auto,2019-01-28,2024-01-27,AGT-2736,Agent,High
POL-492097B7,Commercial,Liability,2019-09-18,2026-09-16,AGT-5458,Broker,High
POL-B18485D1,Personal,Auto,2018-08-30,2027-08-28,AGT-9713,Direct,Low
POL-342B91F0,Personal,Auto,2020-07-31,2025-07-30,AGT-1023,Broker,Low
POL-416F93AE,Personal,Auto,2019-02-22,2026-02-20,AGT-8914,Direct,High
POL-FAA2E13F,Personal,Auto,2020-08-18,2029-08-16,AGT-2742,Agent,Low
POL-325F2E8B,Personal,Auto,2016-03-13,2025-03-11,AGT-3416,Agent,Low
POL-6CED40DE,Personal,Auto,2018-07-22,2025-07-20,AGT-6684,Broker,Mid
POL-DD442BFA,Commercial,Liability,2019-07-05,2029-07-02,AGT-7558,Agent,High
POL-D9449798,Personal,Auto,2016-10-09,2025-10-07,AGT-8868,Broker,Mid
POL-EAC7E1B5,Personal,Homeowners,2016-12-22,2021-12-21,AGT-1049,Agent,High
POL-4C7103A8,Personal,Auto,2021-03-11,2027-03-10,AGT-1441,Digital,Low
POL-1E64CF0A,Personal,Auto,2018-02-11,2028-02-09,AGT-5303,Broker,Low
POL-10D890EB,Personal,Auto,2016-07-21,2021-07-20,AGT-6026,Broker,Low
POL-0316CFB0,Personal,Homeowners,2017-12-14,2022-12-13,AGT-3347,Broker,High
POL-7E701A56,Personal,Auto,2017-02-27,2024-02-26,AGT-6730,Agent,Low
POL-F5734AEF,Commercial,Commercial,2018-06-27,2028-06-24,AGT-3386,Broker,High
POL-385590B0,Personal,Auto,2021-05-29,2030-05-27,AGT-9390,Agent,Mid
POL-396054E1,Personal,Auto,2021-04-27,2026-04-26,AGT-2596,Broker,Mid
POL-73DFE3E8,Personal,Homeowners,2019-08-31,2026-08-29,AGT-6895,Direct,Mid
POL-B8EF1E7C,Personal,Auto,2019-04-18,2029-04-15,AGT-5772,Agent,Low
POL-B59EEACE,Personal,Auto,2017-06-29,2023-06-28,AGT-1927,Broker,Mid
POL-12F0A3BB,Commercial,Liability,2020-11-04,2028-11-02,AGT-6442,Agent,High
POL-168478DB,Personal,Auto,2016-05-18,2023-05-17,AGT-2320,Agent,Mid
POL-B024E248,Personal,Auto,2016-01-08,2025-01-05,AGT-5855,Agent,Low
POL-0314977D,Personal,Auto,2021-11-20,2030-11-18,AGT-6721,Broker,Mid
POL-8EF77A15,Personal,Auto,2020-04-10,2029-04-08,AGT-1649,Agent,Low
POL-46891E0B,Personal,Auto,2017-10-10,2022-10-09,AGT-2940,Agent,Mid
POL-C3BFF1BB,Personal,Auto,2019-10-06,2026-10-04,AGT-3661,Digital,Mid
POL-271B5693,Personal,Auto,2018-07-12,2027-07-10,AGT-9353,Digital,Low
POL-6761195C,Personal,Homeowners,2017-02-02,2024-02-01,AGT-2990,Direct,High
POL-A4F8C2A5,Personal,Auto,2017-12-13,2026-12-11,AGT-9285,Agent,Mid
POL-BA8AE23F,Personal,Auto,2016-09-05,2024-09-03,AGT-5805,Direct,Low
POL-77466747,Personal,Auto,2018-06-04,2025-06-02,AGT-9536,Digital,Low
POL-8FF08A74,Commercial,Liability,2018-11-08,2023-11-07,AGT-8480,Agent,High
POL-EEBD2044,Personal,Auto,2018-10-15,2028-10-12,AGT-3636,Agent,High
POL-AC6D7307,Personal,Auto,2016-10-04,2025-10-02,AGT-6037,Agent,Low
POL-C16BB794,Personal,Auto,2021-03-03,2031-03-01,AGT-7451,Agent,Low
POL-4C085070,Personal,Homeowners,2019-08-19,2025-08-17,AGT-1705,Direct,High
POL-7E90982F,Personal,Auto,2020-04-14,2026-04-13,AGT-6966,Broker,Mid
POL-0F39F7A1,Personal,Auto,2016-01-29,2022-01-27,AGT-5136,Agent,Low
POL-C18A0F5D,Personal,Auto,2018-05-04,2023-05-03,AGT-1320,Agent,Mid
POL-45C4AA6D,Personal,Auto,2020-02-07,2026-02-05,AGT-8802,Broker,Mid
POL-71ACAB56,Personal,Auto,2017-02-08,2023-02-07,AGT-3389,Direct,Low
POL-086FEBC5,Personal,Auto,2016-09-22,2026-09-20,AGT-8866,Direct,Low
POL-7D0F9CEA,Personal,Auto,2017-07-03,2023-07-02,AGT-2860,Agent,Low
POL-66E524A6,Personal,Auto,2017-05-26,2025-05-24,AGT-5874,Broker,Low
POL-B43851B0,Personal,Homeowners,2018-03-12,2026-03-10,AGT-4336,Direct,High
POL-5FD8AD45,Personal,Auto,2017-10-09,2024-10-07,AGT-9036,Broker,Low
POL-D048D9C8,Personal,Auto,2017-08-20,2027-08-18,AGT-9576,Agent,Low
POL-8ABE7578,Commercial,Liability,2019-08-02,2024-07-31,AGT-7929,Agent,High
POL-7316B2C7,Personal,Auto,2015-03-11,2025-03-08,AGT-8609,Agent,High
POL-2CB554B8,Personal,Auto,2017-02-15,2026-02-13,AGT-7919,Direct,High
POL-C0E48444,Commercial,Commercial,2019-02-15,2025-02-13,AGT-3640,Agent,High
POL-12F8A964,Personal,Auto,2016-01-10,2025-01-07,AGT-9282,Broker,Mid
POL-32016836,Personal,Auto,2016-12-19,2023-12-18,AGT-5769,Agent,Mid
POL-645886FA,Personal,Auto,2016-05-14,2026-05-12,AGT-4090,Agent,Mid
POL-D6D6C9F0,Personal,Auto,2015-08-29,2020-08-27,AGT-2730,Digital,Low
POL-74852E7F,Personal,Auto,2018-12-25,2023-12-24,AGT-7387,Direct,Low
POL-48D05701,Personal,Auto,2015-12-08,2023-12-06,AGT-3496,Agent,Low
POL-E26D5571,Personal,Auto,2017-04-28,2027-04-26,AGT-6873,Agent,Mid
POL-CD04B258,Personal,Auto,2021-06-28,2026-06-27,AGT-1584,Direct,Low
POL-A531F261,Personal,Auto,2020-06-18,2029-06-16,AGT-6712,Digital,Mid
POL-A7A78636,Personal,Homeowners,2016-01-13,2026-01-10,AGT-6782,Digital,High
POL-E3B91428,Commercial,Commercial,2017-10-08,2024-10-06,AGT-5721,Agent,High
POL-D263729A,Personal,Homeowners,2018-07-29,2028-07-26,AGT-6911,Digital,High
POL-EEB1CDDC,Personal,Auto,2020-05-15,2029-05-13,AGT-9943,Direct,Mid
POL-19224C63,Personal,Auto,2020-07-22,2026-07-21,AGT-8545,Digital,Low
POL-3AD78CCB,Personal,Auto,2016-09-25,2026-09-23,AGT-4955,Broker,High
POL-10D5E4E5,Personal,Auto,2016-01-06,2025-01-03,AGT-8843,Agent,Low
POL-A5CD8BA0,Commercial,Liability,2017-08-24,2022-08-23,AGT-9589,Agent,High
POL-45947E95,Personal,Auto,2020-11-10,2028-11-08,AGT-2440,Broker,Mid
POL-228D08D9,Personal,Auto,2020-09-22,2028-09-20,AGT-4229,Agent,Mid
POL-E49FB5D1,Personal,Homeowners,2016-08-14,2025-08-12,AGT-7686,Agent,Low
POL-E014D57C,Personal,Auto,2018-02-03,2027-02-01,AGT-5634,Broker,Low
POL-2C99B511,Personal,Auto,2016-09-28,2023-09-27,AGT-2212,Direct,Low
POL-C723C9B6,Personal,Auto,2019-10-01,2025-09-29,AGT-5252,Direct,Mid
POL-D66D4DC4,Personal,Auto,2020-06-29,2026-06-28,AGT-4363,Agent,Mid
POL-8BEF62EE,Personal,Homeowners,2018-08-01,2023-07-31,AGT-7648,Broker,High
POL-83EB6603,Personal,Auto,2015-08-14,2023-08-12,AGT-5639,Agent,Mid
POL-F8F4160F,Commercial,Commercial,2018-02-14,2028-02-12,AGT-2259,Agent,High
POL-E4725C09,Personal,Homeowners,2017-04-04,2022-04-03,AGT-1445,Direct,Mid
POL-FB9F332F,Personal,Homeowners,2020-10-16,2029-10-14,AGT-3585,Direct,High
POL-A2EB4C9C,Personal,Auto,2017-12-22,2025-12-20,AGT-2410,Broker,Mid
POL-986F26F7,Personal,Auto,2020-04-08,2026-04-07,AGT-8885,Direct,Mid
POL-9A77EA1A,Personal,Homeowners,2017-05-27,2023-05-26,AGT-3439,Broker,High
POL-230D1223,Personal,Auto,2016-11-30,2022-11-29,AGT-6709,Agent,Low
POL-9940F7A6,Personal,Auto,2017-03-01,2026-02-27,AGT-2147,Broker,High
POL-8AE1893F,Personal,Auto,2015-04-06,2021-04-04,AGT-4974,Agent,Mid
POL-A8AAF982,Personal,Auto,2017-01-21,2026-01-19,AGT-9405,Broker,High
POL-E375D255,Personal,Homeowners,2019-03-27,2026-03-25,AGT-6790,Direct,High
POL-51A16924,Commercial,Liability,2016-08-20,2021-08-19,AGT-3594,Digital,High
POL-CBB05D23,Personal,Auto,2016-05-07,2021-05-06,AGT-7728,Agent,Low
POL-B8C9AF75,Personal,Auto,2016-12-24,2023-12-23,AGT-5510,Direct,Mid
POL-3C1AD9F3,Personal,Homeowners,2015-11-22,2022-11-20,AGT-3115,Agent,High
POL-24432955,Personal,Auto,2020-11-22,2029-11-20,AGT-9967,Agent,High
POL-F2873F3F,Personal,Auto,2021-09-23,2028-09-21,AGT-9437,Agent,High
POL-BE25824B,Personal,Homeowners,2015-09-14,2020-09-12,AGT-6099,Broker,High
POL-07B882AF,Personal,Auto,2019-07-06,2025-07-04,AGT-1298,Broker,High
POL-742563CE,Personal,Auto,2019-12-28,2027-12-26,AGT-4703,Broker,High
POL-86D5C7A1,Personal,Auto,2021-02-04,2028-02-03,AGT-5625,Digital,High
POL-FEB1B84E,Personal,Auto,2017-09-21,2026-09-19,AGT-9367,Agent,Low
POL-23EDDF28,Personal,Auto,2017-02-21,2027-02-19,AGT-7596,Direct,Low
POL-CB480111,Personal,Auto,2018-05-04,2025-05-02,AGT-3002,Broker,High
POL-6BD2305E,Personal,Auto,2020-04-03,2028-04-01,AGT-5589,Agent,Mid
POL-70D836F7,Personal,Auto,2019-08-08,2028-08-05,AGT-2615,Direct,Mid
POL-0E200845,Personal,Homeowners,2018-10-15,2024-10-13,AGT-5264,Direct,Mid
POL-94F17C7D,Commercial,Commercial,2016-01-30,2024-01-28,AGT-5817,Agent,High
POL-74F05FC5,Personal,Auto,2019-08-08,2025-08-06,AGT-5587,Agent,Low
POL-65C840B2,Personal,Auto,2020-03-21,2028-03-19,AGT-4845,Agent,Low
POL-A20CCB5E,Personal,Auto,2017-01-29,2026-01-27,AGT-4934,Agent,Mid
POL-0BD954A3,Personal,Auto,2019-06-02,2024-05-31,AGT-8172,Broker,Mid
POL-D6C2613E,Personal,Auto,2017-08-01,2023-07-31,AGT-5552,Digital,Mid
POL-E149CC0D,Personal,Homeowners,2018-03-15,2023-03-14,AGT-1378,Direct,Low
POL-9DCE138A,Commercial,Liability,2018-05-23,2023-05-22,AGT-7666,Direct,Mid
POL-0CC555D1,Personal,Auto,2019-12-15,2024-12-13,AGT-6558,Agent,Mid
POL-3827808E,Commercial,Commercial,2021-05-07,2030-05-05,AGT-7260,Direct,High
POL-A76E2740,Commercial,Liability,2018-12-30,2028-12-27,AGT-7395,Agent,High
POL-484FC3A7,Personal,Auto,2017-11-01,2024-10-30,AGT-2558,Broker,Mid
POL-C5B6D214,Personal,Auto,2017-05-16,2027-05-14,AGT-9746,Broker,Low
POL-614F7860,Personal,Auto,2016-07-29,2025-07-27,AGT-9912,Agent,Mid
POL-BC4A7635,Commercial,Liability,2017-09-16,2026-09-14,AGT-2311,Broker,High
POL-6DF124E3,Personal,Auto,2015-06-19,2024-06-16,AGT-2970,Broker,Low
POL-DDF6440E,Personal,Auto,2017-05-29,2023-05-28,AGT-3215,Digital,Mid
POL-5E6328E0,Personal,Homeowners,2016-04-30,2024-04-28,AGT-9697,Agent,Low
POL-84E4DC5E,Personal,Auto,2017-02-20,2025-02-18,AGT-9391,Broker,Low
POL-ACD2159D,Personal,Homeowners,2019-01-10,2027-01-08,AGT-3384,Broker,Mid
POL-4CA41E07,Personal,Auto,2016-05-02,2025-04-30,AGT-6675,Agent,Mid
POL-0783D3C1,Commercial,Liability,2018-10-18,2023-10-17,AGT-3190,Broker,High
POL-529F38AB,Commercial,Commercial,2020-03-26,2029-03-24,AGT-1342,Broker,High
POL-DEFA4DFC,Personal,Auto,2018-03-07,2027-03-05,AGT-3072,Agent,Mid
POL-88AE4947,Personal,Auto,2016-04-29,2021-04-28,AGT-1696,Agent,Low
POL-C080A652,Personal,Auto,2017-08-07,2024-08-05,AGT-8628,Agent,Mid
POL-829521F5,Personal,Auto,2018-03-20,2028-03-17,AGT-8068,Broker,Mid
POL-C823A663,Personal,Auto,2018-03-22,2023-03-21,AGT-2658,Direct,Mid
POL-5078AFD3,Personal,Homeowners,2016-02-11,2021-02-09,AGT-6106,Agent,High
POL-C4C3AAC6,Personal,Auto,2018-05-02,2027-04-30,AGT-2846,Direct,Mid
POL-FEF14485,Personal,Auto,2018-03-21,2024-03-19,AGT-6088,Broker,Mid
POL-5C891474,Personal,Auto,2017-10-31,2026-10-29,AGT-9062,Broker,Mid
POL-3EF02EEB,Personal,Auto,2018-11-27,2028-11-24,AGT-8917,Agent,High
POL-B4F79FD7,Personal,Auto,2015-05-16,2022-05-14,AGT-8496,Agent,Mid
POL-BDDD201A,Personal,Auto,2017-02-01,2024-01-31,AGT-3169,Agent,Mid
POL-CE187C0A,Personal,Auto,2020-02-01,2027-01-30,AGT-2716,Agent,Low
POL-0136BCF8,Personal,Homeowners,2017-04-29,2024-04-27,AGT-2443,Broker,Low
POL-33D74E60,Personal,Auto,2018-06-19,2025-06-17,AGT-2143,Direct,Low
POL-C1D6A5F3,Personal,Auto,2017-07-12,2025-07-10,AGT-6523,Broker,Low
POL-298CE0A9,Commercial,Liability,2017-04-22,2027-04-20,AGT-6925,Broker,High
POL-28B91CF7,Personal,Auto,2020-05-09,2030-05-07,AGT-8940,Digital,Mid
POL-215D2A0D,Personal,Auto,2017-04-14,2027-04-12,AGT-1812,Agent,Low
POL-3A5619B6,Personal,Auto,2016-07-07,2021-07-06,AGT-3386,Agent,Low
POL-76D407D9,Personal,Homeowners,2020-09-11,2026-09-10,AGT-7550,Direct,High
POL-DABE1A5D,Personal,Auto,2019-01-16,2028-01-14,AGT-7130,Digital,Mid
POL-8135D0B1,Commercial,Commercial,2019-06-24,2027-06-22,AGT-4846,Broker,High
POL-02DDC4AD,Personal,Auto,2015-08-25,2022-08-23,AGT-2371,Broker,High
POL-9E485199,Personal,Auto,2016-09-02,2022-09-01,AGT-5357,Broker,High
POL-7B841F00,Personal,Auto,2019-07-25,2024-07-23,AGT-2547,Agent,High
POL-833EBB38,Personal,Auto,2016-07-10,2022-07-09,AGT-5819,Broker,Mid
POL-B2C86C27,Personal,Auto,2016-09-05,2023-09-04,AGT-9112,Broker,High
POL-6695B001,Personal,Auto,2019-05-19,2026-05-17,AGT-2761,Direct,Low
POL-D41DE08C,Commercial,Liability,2017-07-27,2025-07-25,AGT-2061,Digital,High
POL-197F6500,Personal,Auto,2015-04-27,2021-04-25,AGT-7637,Digital,Low
POL-FCC93B72,Personal,Auto,2015-06-09,2021-06-07,AGT-1219,Digital,Low
POL-CBEB1336,Personal,Auto,2018-02-15,2028-02-13,AGT-9849,Broker,High
POL-2CBDBD4B,Personal,Auto,2018-05-08,2025-05-06,AGT-7973,Agent,Mid
POL-434D46DD,Personal,Auto,2020-02-21,2026-02-19,AGT-4629,Agent,Low
POL-F862A198,Personal,Auto,2016-03-23,2024-03-21,AGT-4262,Direct,Low
POL-75BC2FDD,Personal,Auto,2016-06-02,2024-05-31,AGT-4481,Broker,Mid
POL-81F5D252,Personal,Auto,2018-07-02,2026-06-30,AGT-4569,Direct,High
POL-CEFA7BBE,Commercial,Commercial,2017-12-10,2023-12-09,AGT-8555,Digital,High
POL-702A66C6,Personal,Homeowners,2018-01-10,2027-01-08,AGT-8197,Agent,Low
POL-F9348A8F,Personal,Auto,2021-11-24,2027-11-23,AGT-2841,Direct,Low
POL-DEE24BD6,Personal,Auto,2018-04-30,2028-04-27,AGT-2619,Direct,Low
POL-1417F8CD,Personal,Auto,2017-09-22,2024-09-20,AGT-5864,Broker,Mid
POL-D6635864,Commercial,Liability,2021-09-05,2028-09-03,AGT-6852,Direct,High
POL-64B6846F,Commercial,Commercial,2015-12-21,2022-12-19,AGT-7543,Direct,High
POL-8B490AED,Commercial,Commercial,2021-02-09,2028-02-08,AGT-3821,Direct,High
POL-A6A386E9,Personal,Auto,2018-12-20,2026-12-18,AGT-5341,Agent,Low
POL-172EB5A3,Personal,Auto,2018-01-23,2025-01-21,AGT-1938,Digital,Low
POL-E54084B4,Personal,Auto,2021-11-17,2026-11-16,AGT-5101,Agent,Low
POL-2CC06B46,Personal,Auto,2018-08-27,2026-08-25,AGT-7186,Agent,Mid
POL-4A4AF721,Personal,Auto,2018-06-25,2024-06-23,AGT-3739,Direct,Mid
POL-0A6FFBEC,Personal,Auto,2017-05-26,2022-05-25,AGT-3867,Direct,High
POL-F3A4E147,Commercial,Liability,2019-02-04,2029-02-01,AGT-5160,Agent,High
POL-38FEFE47,Personal,Auto,2018-10-20,2024-10-18,AGT-8798,Direct,High
POL-DF0AEA64,Personal,Auto,2016-09-22,2024-09-20,AGT-6436,Direct,Low
POL-F56E9DA7,Personal,Homeowners,2019-12-09,2025-12-07,AGT-9270,Direct,Mid
POL-93E07877,Personal,Auto,2019-09-24,2026-09-22,AGT-1554,Agent,Low
POL-C469F19C,Personal,Auto,2017-12-16,2024-12-14,AGT-8640,Broker,Low
POL-9D01E978,Personal,Auto,2015-11-20,2020-11-18,AGT-1393,Direct,Low
POL-55677A62,Commercial,Commercial,2018-06-05,2028-06-02,AGT-3900,Broker,High
POL-AD11A0C5,Personal,Auto,2015-09-14,2021-09-12,AGT-4838,Broker,Mid
POL-0A19BC3A,Personal,Auto,2015-04-07,2023-04-05,AGT-3129,Digital,Mid
POL-4D87F7E0,Personal,Auto,2018-10-18,2026-10-16,AGT-9902,Direct,Mid
POL-CD1929DD,Personal,Auto,2015-08-11,2022-08-09,AGT-9034,Broker,High
POL-87BD8C42,Personal,Auto,2017-06-10,2025-06-08,AGT-6140,Digital,Mid
POL-C5AAC136,Personal,Auto,2019-08-18,2027-08-16,AGT-5076,Digital,High
POL-E2D7BA46,Personal,Auto,2017-04-12,2022-04-11,AGT-7855,Broker,Low
POL-31B2E5B5,Personal,Homeowners,2021-08-16,2030-08-14,AGT-7368,Direct,High
