customer_id,age_band,gender,customer_segment,tenure_years,clv_score,risk_score
CUST-25AAE1C6,26-35,Unknown,Loyal,15,405.81,4
CUST-3E51D68A,60+,M,Loyal,5,159.62,56
CUST-20E7C70D,46-60,F,Loyal,14,589.87,23
CUST-7DC8115D,36-45,F,Loyal,7,147.51,56
CUST-83971B31,46-60,M,At-Risk,2,48.55,23
CUST-44E2AA63,26-35,M,Loyal,1,14.78,56
CUST-A12BB647,26-35,F,Loyal,15,322.42,20
CUST-5ECCF066,26-35,F,At-Risk,10,388.69,28
CUST-D0CC30D7,46-60,M,Lapsed,3,145.55,6
CUST-3CEBC801,36-45,F,Loyal,15,545.27,39
CUST-82FE411C,46-60,F,At-Risk,1,11.79,6
CUST-8D1FD137,26-35,M,Loyal,6,37.4,11
CUST-608DA763,46-60,M,New,12,283.7,22
CUST-756A4FDC,46-60,M,Loyal,1,31.0,11
CUST-5E720CBF,36-45,M,Loyal,14,185.44,12
CUST-F1E72271,26-35,M,New,11,411.57,44
CUST-5921D929,46-60,M,Loyal,15,812.46,57
CUST-12D746C5,26-35,Unknown,New,13,300.14,55
CUST-DAC4DFB5,26-35,F,At-Risk,13,403.01,7
CUST-CE64B5E1,46-60,F,Loyal,4,32.39,50
CUST-7167A6E6,36-45,F,Loyal,4,155.04,43
CUST-F927EC39,46-60,F,Loyal,4,110.16,19
CUST-7A37F50F,26-35,F,At-Risk,3,105.19,3
CUST-83C2B898,26-35,M,Lapsed,10,331.93,9
CUST-426AD907,46-60,F,At-Risk,1,4.6,76
CUST-2D1A19C2,46-60,F,At-Risk,7,72.83,27
CUST-153F3F2A,36-45,F,Loyal,9,120.96,48
CUST-DF352B17,36-45,M,Loyal,9,557.2,39
CUST-B3F9A73A,26-35,F,Loyal,8,374.54,12
CUST-C8ADDB59,36-45,F,Lapsed,4,205.72,15
CUST-06F89829,60+,M,New,2,49.73,13
CUST-A0391C2C,26-35,M,Loyal,15,111.81,70
CUST-5E3BA44D,36-45,M,Loyal,7,334.49,5
CUST-58F17923,18-25,M,At-Risk,9,322.0,60
CUST-DD70A87C,36-45,M,Loyal,9,163.87,2
CUST-434F3C02,46-60,M,At-Risk,6,218.85,3
CUST-733C178F,36-45,F,Lapsed,11,431.51,7
CUST-0EB70E34,18-25,F,Loyal,6,342.97,9
CUST-423F970E,36-45,F,At-Risk,7,87.86,2
CUST-C98EA66F,18-25,F,Loyal,13,656.42,47
CUST-2FED642D,36-45,F,Loyal,5,241.87,46
CUST-DB904808,46-60,F,Loyal,11,516.01,13
CUST-FEF2E64C,26-35,M,Loyal,10,57.61,31
CUST-DE4CE46D,36-45,F,Loyal,1,11.87,27
CUST-CD69310A,36-45,M,At-Risk,11,393.22,19
CUST-0F0F70CB,60+,F,At-Risk,13,273.2,3
CUST-69BC77E1,26-35,M,Loyal,5,22.95,8
CUST-AEDDB487,36-45,Unknown,New,14,727.93,44
CUST-8E25DBFC,18-25,M,New,1,1.45,81
CUST-9BB42D6A,18-25,M,Loyal,3,89.24,34
CUST-DACEFCA1,26-35,M,Lapsed,15,772.42,11
CUST-97DA8C65,46-60,M,Loyal,13,311.73,28
CUST-6D994785,18-25,Unknown,At-Risk,12,434.04,23
CUST-ECBB2AD6,60+,F,Lapsed,10,146.0,12
CUST-779B11E5,36-45,M,Loyal,4,79.91,5
CUST-7C0F6275,46-60,F,Loyal,8,97.63,8
CUST-CE6C4C9D,26-35,M,At-Risk,9,146.29,13
CUST-3B91DE65,36-45,M,Loyal,2,45.07,40
CUST-AD583EBA,46-60,M,New,9,378.64,4
CUST-7571A0EA,36-45,M,At-Risk,2,62.15,25
CUST-1EEFC224,36-45,F,Lapsed,2,9.86,27
CUST-E3EB8A2F,46-60,F,At-Risk,3,24.52,55
CUST-11EF9286,46-60,M,At-Risk,3,126.81,23
CUST-E37D8591,46-60,F,At-Risk,2,67.59,46
CUST-51B60108,18-25,F,Loyal,15,173.69,1
CUST-E0B5CFFF,46-60,M,Loyal,13,277.88,28
CUST-273A50C2,46-60,F,Lapsed,8,138.25,45
CUST-D61919B3,46-60,M,New,6,167.91,29
CUST-A927C892,36-45,M,At-Risk,3,17.39,23
CUST-2720E95A,46-60,M,Loyal,15,746.33,30
CUST-82F862EF,46-60,M,Loyal,12,279.17,13
CUST-AC22038E,26-35,F,At-Risk,12,292.7,11
CUST-18965561,26-35,F,At-Risk,8,238.05,83
CUST-86D6E0F5,18-25,M,Loyal,1,6.35,36
CUST-F09A2DA8,26-35,Unknown,Loyal,10,504.55,15
CUST-21819E2E,46-60,M,Loyal,8,183.92,36
CUST-050D009D,36-45,M,New,5,251.09,18
CUST-5CC34E67,36-45,F,Loyal,5,146.09,11
CUST-45661428,60+,F,Lapsed,1,10.84,10
CUST-DCBE6CC5,60+,Unknown,Lapsed,14,164.92,14
CUST-F62F3EA5,36-45,M,Loyal,3,96.65,7
CUST-4D8613D2,36-45,M,At-Risk,13,443.23,7
CUST-DA52D9E5,26-35,F,Loyal,15,264.42,2
CUST-9156324F,36-45,F,Loyal,1,10.99,11
CUST-5514CACE,36-45,F,At-Risk,10,203.55,27
CUST-D1505F2D,18-25,F,At-Risk,2,7.81,16
CUST-0182F7E0,46-60,M,At-Risk,13,189.22,7
CUST-5CA34F40,36-45,F,New,8,233.26,62
CUST-58B04C93,26-35,F,Loyal,1,42.55,1
CUST-58283703,46-60,F,New,12,102.17,18
CUST-9AAF1969,36-45,M,At-Risk,12,128.27,73
CUST-040C1E91,36-45,F,Loyal,14,203.86,9
CUST-3A85D30E,26-35,F,Loyal,8,128.39,13
CUST-8F77702E,18-25,M,Loyal,14,412.68,26
CUST-3D245CCA,36-45,M,New,10,56.86,33
CUST-F5388996,36-45,F,Loyal,8,455.31,14
CUST-7783F8EA,18-25,F,At-Risk,6,245.86,3
CUST-146A338B,46-60,F,Loyal,5,91.86,37
CUST-450DE3A8,46-60,F,Loyal,10,466.08,1
CUST-73383550,36-45,M,Lapsed,12,548.4,10
CUST-66704F8D,46-60,M,New,1,60.66,1
CUST-858EAFB8,36-45,F,Loyal,7,109.4,31
CUST-820427A9,26-35,M,Loyal,1,37.2,49
CUST-148648A5,36-45,M,Loyal,6,85.0,52
CUST-84D8F85C,36-45,F,Lapsed,12,304.11,25
CUST-DA1696DF,36-45,M,New,11,423.73,5
CUST-F0DBE46A,60+,M,At-Risk,2,45.78,3
CUST-22EF72C0,36-45,M,Loyal,11,218.06,38
CUST-AEA9F177,26-35,M,Loyal,1,3.89,1
CUST-F1F35B22,26-35,M,Loyal,1,6.78,4
CUST-17B9606A,60+,M,Loyal,14,188.74,33
CUST-672020EC,18-25,F,Loyal,1,17.25,8
CUST-630409AD,60+,F,Loyal,4,140.17,21
CUST-69EA107B,18-25,F,Loyal,2,56.31,49
CUST-9311ED2F,46-60,M,Loyal,9,65.33,29
CUST-CCD572DF,26-35,M,New,8,215.45,4
CUST-69BA9E2D,26-35,F,New,13,455.39,71
CUST-ED81FE12,26-35,F,Loyal,15,395.55,6
CUST-D9E67471,26-35,F,At-Risk,12,326.54,12
CUST-CC610113,18-25,M,Lapsed,8,256.01,1
CUST-0A456667,26-35,F,New,1,8.39,3
CUST-CC518D67,36-45,F,Lapsed,14,311.75,26
CUST-67C78DD0,36-45,M,Loyal,9,335.44,3
CUST-A3010DE5,26-35,F,Lapsed,4,163.24,60
CUST-F42DEB22,46-60,M,Loyal,9,88.74,8
CUST-F977F4DC,46-60,M,Loyal,6,170.37,9
CUST-4EF28734,60+,M,At-Risk,6,156.24,18
CUST-B4E5A011,36-45,F,Loyal,7,94.07,60
CUST-74236243,36-45,F,At-Risk,12,420.53,17
CUST-04743250,60+,M,At-Risk,3,108.21,16
CUST-0F01E973,60+,Unknown,Loyal,15,533.43,2
CUST-9EDE9BD2,60+,M,Loyal,1,9.98,75
CUST-66AF0376,46-60,F,Loyal,3,64.47,29
CUST-C3BB40AA,46-60,F,Loyal,11,314.82,9
CUST-986F4F81,60+,F,Loyal,3,50.07,23
CUST-EE257386,36-45,F,Loyal,12,419.62,28
CUST-05A0DDD2,26-35,F,New,12,322.26,3
CUST-CBE03406,60+,M,Lapsed,7,246.64,18
CUST-0B451C5A,46-60,F,Loyal,7,367.12,39
CUST-A8AB4AE9,18-25,F,Loyal,15,384.3,14
CUST-2E4FD473,26-35,F,Loyal,12,222.73,5
CUST-7857A605,60+,F,New,10,98.65,46
CUST-982D2C29,36-45,M,Loyal,3,74.04,19
CUST-8DE3D6F1,46-60,M,New,9,76.52,34
CUST-EA657650,26-35,M,Loyal,1,23.21,43
CUST-0DF903BF,26-35,F,New,4,20.13,35
CUST-E6D131E3,46-60,F,Loyal,11,368.41,1
CUST-6BC446E8,60+,F,Lapsed,7,178.52,64
CUST-09A994EB,36-45,F,Loyal,15,444.6,46
CUST-1F8899CE,18-25,M,New,15,252.64,19
CUST-1F9C9229,26-35,M,Loyal,2,16.83,60
CUST-2A772FFA,26-35,M,Loyal,14,193.37,8
CUST-7E4A9DA2,60+,M,Loyal,13,327.52,55
CUST-9F8A3350,36-45,F,Loyal,2,74.57,14
CUST-3BF05F1D,60+,F,Loyal,6,176.56,2
CUST-F3DA8756,60+,F,New,15,753.21,11
CUST-45CA1B14,36-45,M,Loyal,1,7.32,4
CUST-E6E179B0,18-25,F,Lapsed,1,19.55,1
CUST-E357FE01,60+,F,Loyal,8,190.27,17
CUST-76B1AD69,18-25,M,New,15,461.64,5
CUST-CF3105BB,60+,F,Loyal,5,160.97,39
CUST-B522E23C,36-45,Unknown,At-Risk,12,650.51,1
CUST-74A8CC17,36-45,M,New,11,410.29,17
CUST-D156D135,36-45,F,Loyal,3,57.87,37
CUST-D18BFF12,36-45,M,Loyal,5,197.94,17
CUST-E627F8DD,46-60,M,Loyal,10,210.11,54
CUST-1062894E,36-45,M,Loyal,8,430.72,84
CUST-3C51959C,26-35,M,New,4,181.47,2
CUST-BA9862B8,36-45,F,Loyal,4,32.02,21
CUST-8CFC088C,36-45,M,New,9,340.52,31
CUST-C947C65C,60+,F,Lapsed,13,497.64,29
CUST-661CE46F,60+,F,Loyal,7,244.37,60
CUST-DD1533DD,46-60,F,New,14,113.11,28
CUST-3855E4EC,60+,M,Loyal,11,146.66,37
CUST-081BCF54,36-45,M,At-Risk,7,279.78,5
CUST-6EA41337,18-25,M,At-Risk,11,120.77,3
CUST-706A1FEB,18-25,M,Loyal,7,43.01,13
CUST-BDDBCB8C,46-60,M,New,12,265.43,31
CUST-E3564ECA,36-45,F,Loyal,15,87.52,4
CUST-68D20E63,60+,F,Loyal,12,337.46,73
CUST-65D7E004,36-45,M,New,3,105.46,20
CUST-DC8A2CEC,18-25,M,Loyal,2,15.08,34
CUST-6C7B1919,36-45,F,At-Risk,13,339.69,31
CUST-362D6D2A,36-45,Unknown,Loyal,13,63.91,41
CUST-28C8521C,36-45,F,New,9,100.09,56
CUST-C173AD28,46-60,F,New,4,107.61,44
CUST-E14898BB,46-60,F,Loyal,14,263.17,99
CUST-A15430AA,36-45,M,Loyal,7,115.5,20
CUST-FB2D41D7,46-60,F,Loyal,5,145.91,4
CUST-81DE33BB,36-45,M,Loyal,6,158.37,6
CUST-F89477CF,46-60,F,Loyal,5,190.98,42
CUST-9A8CB78F,26-35,M,Loyal,5,111.75,54
CUST-0E2E583A,46-60,F,Lapsed,5,215.72,41
CUST-FC2751BE,36-45,F,At-Risk,11,257.45,46
CUST-DDB3C22B,26-35,F,Loyal,1,5.42,36
CUST-77B1D0BA,46-60,M,Loyal,6,154.74,39
CUST-741435CC,36-45,F,New,3,145.7,16
CUST-3D524B01,46-60,F,New,10,98.34,48
CUST-ECE554F3,36-45,F,Loyal,15,383.36,17
CUST-7B508E9B,18-25,F,At-Risk,12,606.37,46
CUST-5246A35D,26-35,F,Lapsed,4,51.39,25
CUST-3CFEA7B9,46-60,F,Loyal,8,389.79,47
CUST-79F3E642,36-45,M,At-Risk,1,24.54,31
CUST-79498B0E,36-45,F,New,7,348.73,78
CUST-C285217E,18-25,M,Lapsed,5,253.16,71
CUST-2A79441F,36-45,F,New,8,274.11,24
CUST-439EDB6B,46-60,M,Lapsed,7,290.63,7
CUST-A6C5D039,60+,F,New,11,378.37,6
CUST-08EAEB0B,36-45,M,New,9,141.15,19
CUST-12353210,36-45,M,Loyal,15,269.64,16
CUST-C4B2A988,36-45,M,New,2,80.38,44
CUST-6E78D793,46-60,F,New,15,477.59,81
CUST-5B54044D,46-60,M,Loyal,12,672.25,19
CUST-235DF016,26-35,F,At-Risk,11,86.06,39
CUST-E271A43F,46-60,M,Loyal,13,124.85,51
CUST-D26152AA,26-35,F,Loyal,1,9.04,28
CUST-AB491036,18-25,M,Loyal,4,113.28,63
CUST-2F66093D,18-25,F,Loyal,1,0.6,35
CUST-5E9F340B,18-25,M,Loyal,12,193.57,32
CUST-34C45DB6,26-35,M,Loyal,6,227.44,68
CUST-DC834339,26-35,M,At-Risk,6,237.63,36
CUST-5B50CE87,18-25,F,Loyal,10,266.59,11
CUST-6A625CAF,26-35,M,Loyal,7,73.68,93
CUST-157EF989,18-25,Unknown,Loyal,10,188.18,15
CUST-DE069297,36-45,M,At-Risk,15,412.0,10
CUST-19D342BD,46-60,F,At-Risk,5,32.76,21
CUST-BA730C68,36-45,M,Loyal,14,222.79,5
CUST-36ADBD0A,18-25,M,New,8,226.87,3
CUST-83451187,36-45,F,At-Risk,6,49.21,78
CUST-34F682EB,36-45,F,Loyal,14,768.26,28
CUST-2D02D888,26-35,F,Loyal,8,86.87,14
CUST-9BE201B9,36-45,F,Loyal,2,27.26,19
CUST-0DF76837,36-45,M,Loyal,5,63.56,36
CUST-F3B61191,36-45,F,Loyal,13,793.2,53
CUST-3595CC5A,46-60,M,Loyal,8,192.43,35
CUST-362F8907,36-45,F,Loyal,9,220.3,36
CUST-7480C612,18-25,F,New,11,313.52,27
CUST-F916FD59,18-25,M,At-Risk,3,103.23,55
CUST-AF4DB69A,60+,F,Loyal,2,39.95,50
CUST-0079AF1A,46-60,Unknown,At-Risk,7,287.91,28
CUST-FE885484,46-60,M,New,14,644.37,61
CUST-087CCB40,60+,M,Loyal,2,80.67,41
CUST-8FD3E789,36-45,F,New,11,286.24,19
CUST-E05BAFF6,18-25,M,At-Risk,15,165.78,6
CUST-5B375FFF,46-60,M,Loyal,2,106.61,20
CUST-A9008A37,26-35,F,Loyal,2,36.12,70
CUST-7E4C931F,46-60,F,Lapsed,14,703.98,4
CUST-36A9CD5D,36-45,F,Loyal,2,56.62,15
CUST-9D4AA477,18-25,Unknown,Loyal,12,117.6,59
CUST-4352F6B6,18-25,M,At-Risk,12,320.8,3
CUST-C1E8B505,36-45,M,Loyal,5,116.37,4
CUST-FBCD1876,36-45,M,Loyal,5,89.59,23
CUST-36878CDA,26-35,M,Lapsed,8,237.0,4
CUST-9670DC86,26-35,F,Loyal,8,356.4,21
CUST-302F2FE8,36-45,M,Loyal,13,179.67,54
CUST-3AA04075,46-60,M,Loyal,9,203.22,2
CUST-352CE0CE,46-60,F,At-Risk,15,592.87,55
CUST-017321AB,46-60,F,New,4,225.01,3
CUST-CDECEE87,36-45,F,Loyal,5,147.21,12
CUST-4437905F,36-45,F,Lapsed,4,164.7,12
CUST-A438E859,26-35,Unknown,At-Risk,10,72.26,7
CUST-81ACA36A,26-35,F,New,1,18.32,26
CUST-59A486DC,18-25,F,At-Risk,13,382.31,8
CUST-E75409BC,60+,Unknown,Loyal,12,239.41,36
CUST-EF71E043,36-45,F,Lapsed,15,57.49,33
CUST-A9D30B07,18-25,M,Loyal,15,453.9,21
CUST-9D2CBE46,36-45,F,Loyal,2,49.85,22
CUST-4B72794C,26-35,M,New,12,197.84,12
CUST-3E06D48A,36-45,M,Loyal,8,73.35,27
CUST-C0E5A3E9,46-60,F,Loyal,12,520.39,15
CUST-2A0617C5,46-60,M,At-Risk,14,129.67,83
CUST-20DD590A,46-60,F,Loyal,9,311.31,41
CUST-494BD987,60+,F,At-Risk,1,54.01,61
CUST-010CEA00,26-35,M,New,13,396.34,39
CUST-7CBA66FB,46-60,Unknown,Loyal,7,148.11,31
CUST-8C71E614,60+,F,Loyal,7,140.8,4
CUST-3B5ECCD4,36-45,F,Loyal,9,153.02,17
CUST-ADB5EACE,46-60,M,Loyal,14,385.11,14
CUST-A24E9FFA,60+,Unknown,Loyal,8,83.16,35
CUST-3616BA43,46-60,M,New,4,21.15,18
CUST-B109400A,26-35,F,Loyal,11,138.96,23
CUST-7294D82C,26-35,M,Lapsed,10,294.67,50
CUST-923E832D,46-60,M,At-Risk,1,13.11,7
CUST-199D1FAD,60+,M,At-Risk,8,76.66,61
CUST-AAD57F54,18-25,F,Loyal,12,671.23,12
CUST-CE9A412A,36-45,F,At-Risk,14,93.54,12
CUST-C6F9B7B0,26-35,F,At-Risk,5,236.38,80
CUST-E9CCDE73,36-45,F,New,8,161.18,14
CUST-7527BFE7,46-60,M,Loyal,13,315.03,35
CUST-9E1E3CAE,36-45,Unknown,At-Risk,9,71.51,42
CUST-915B9684,36-45,M,At-Risk,7,46.09,30
CUST-F544104E,46-60,F,At-Risk,3,110.26,23
CUST-8C22B6D8,36-45,F,Loyal,1,18.64,3
CUST-52AB4304,46-60,M,At-Risk,11,79.4,63
CUST-654356CE,26-35,M,Loyal,15,291.55,17
CUST-CD56DAAB,18-25,F,Loyal,10,346.82,20
CUST-D1846DD6,46-60,Unknown,Loyal,12,92.17,14
CUST-4AD88BAA,36-45,F,Loyal,11,407.91,7
CUST-A9B6C82B,26-35,F,Loyal,6,160.62,35
CUST-A2D64F71,36-45,Unknown,Loyal,8,169.76,20
CUST-A19ACA3C,46-60,M,At-Risk,5,135.63,46
CUST-2844DEE4,26-35,F,Loyal,4,115.6,90
CUST-CB7C2B15,36-45,F,Loyal,9,478.39,13
CUST-75D2838E,26-35,M,Loyal,10,241.52,32
CUST-0417CEE0,60+,F,Lapsed,15,434.04,79
CUST-0CC6B0A0,36-45,M,At-Risk,4,108.51,24
CUST-0BC49D0F,46-60,F,New,5,156.66,27
CUST-428B580E,46-60,F,Loyal,3,18.2,65
CUST-45DA78AB,46-60,F,At-Risk,15,777.22,33
CUST-4757ED03,36-45,F,Loyal,12,476.76,10
CUST-0C4926AA,26-35,F,Loyal,5,66.35,2
CUST-ED416206,60+,M,Loyal,15,496.97,21
CUST-20E6A65C,60+,F,Loyal,11,563.04,29
CUST-C441B093,60+,M,New,8,405.37,11
CUST-CCF8A694,60+,F,Loyal,6,165.23,37
CUST-A1639597,36-45,F,Loyal,9,45.07,19
CUST-0B5E5419,36-45,F,Loyal,2,45.11,68
CUST-5EF287EC,46-60,M,New,3,14.3,77
CUST-4913CAB3,26-35,M,Loyal,15,512.48,18
CUST-CB437220,46-60,F,Loyal,4,84.2,39
CUST-EF768660,46-60,M,New,3,115.19,9
CUST-85204ADF,36-45,M,Loyal,13,173.29,61
CUST-30293734,36-45,M,Loyal,15,396.3,21
CUST-8082402E,46-60,M,Lapsed,13,335.04,72
CUST-39AE7747,60+,M,New,2,24.89,6
CUST-F7BA045E,26-35,F,Loyal,13,207.81,27
CUST-FE94A5DB,36-45,F,Loyal,5,50.28,13
CUST-B95F1523,46-60,F,Loyal,1,24.86,72
CUST-D0CB0ECE,46-60,M,At-Risk,14,236.31,19
CUST-36012512,46-60,F,Loyal,5,174.64,41
CUST-D63CEFC4,36-45,F,Loyal,10,172.94,29
CUST-C70A3815,18-25,F,New,2,60.72,4
CUST-79CF3C7A,36-45,F,Loyal,3,69.32,13
CUST-00017D76,60+,M,Loyal,14,145.49,10
CUST-DF96AD0B,36-45,F,Loyal,9,92.57,44
CUST-A380758D,36-45,M,Lapsed,15,75.49,31
CUST-F289F2FE,36-45,Unknown,Loyal,3,113.02,15
CUST-127D463E,36-45,F,Loyal,14,297.0,42
CUST-91883B19,36-45,M,New,14,648.24,13
CUST-349C70C8,46-60,M,Loyal,14,458.92,29
CUST-52B6E427,36-45,F,New,1,42.26,23
CUST-D2AEB426,46-60,M,Loyal,2,95.75,40
CUST-177E17BB,36-45,M,Lapsed,8,305.25,2
CUST-6B4F3FF7,60+,F,Loyal,2,33.16,4
CUST-A2104AA9,26-35,M,Loyal,1,6.11,59
CUST-CAC4F9CB,26-35,M,Loyal,13,548.81,53
CUST-52191545,36-45,M,Loyal,11,585.06,8
CUST-E8695679,60+,F,New,13,323.19,30
CUST-586DFB71,46-60,F,At-Risk,15,327.4,33
CUST-071FC591,46-60,F,Loyal,3,148.18,37
CUST-011BA143,36-45,Unknown,Loyal,13,435.18,7
CUST-6DC20752,26-35,M,At-Risk,1,17.5,41
CUST-EAA36B87,60+,M,Loyal,6,339.77,4
CUST-CEAFCC6F,36-45,M,New,5,97.04,34
CUST-3987B12A,46-60,M,Loyal,4,64.62,6
CUST-6C1A940B,46-60,M,Loyal,11,237.93,13
CUST-FDA9F31B,46-60,M,New,2,54.96,22
CUST-4D407E1C,26-35,F,Lapsed,13,408.8,14
CUST-654BE456,26-35,M,At-Risk,14,150.22,66
CUST-799F82AC,18-25,F,New,10,203.35,45
CUST-2F2CA900,60+,F,At-Risk,2,87.24,7
CUST-E1E90E82,46-60,F,New,9,65.27,21
CUST-1796FA27,36-45,F,At-Risk,10,260.31,15
CUST-FAE92726,60+,F,Loyal,6,232.2,5
CUST-78C90DDE,26-35,M,Loyal,6,153.75,3
CUST-6E5413B2,18-25,F,Loyal,8,139.78,42
CUST-D80C45DB,26-35,M,New,15,266.94,68
CUST-935DEA7D,60+,F,Lapsed,1,25.57,3
CUST-0B25A961,26-35,F,New,8,243.6,23
CUST-A3BAED7D,18-25,F,Lapsed,5,167.6,8
CUST-AF369E8D,26-35,M,New,9,495.61,8
CUST-B25788E5,36-45,F,Loyal,1,12.89,50
CUST-A6FE41D3,36-45,Unknown,New,14,461.36,21
CUST-E200E055,26-35,M,Loyal,7,188.5,8
CUST-B58C4310,46-60,M,Loyal,15,499.33,21
CUST-5D36B588,60+,M,Loyal,3,113.64,1
CUST-9DCE3DFD,26-35,Unknown,At-Risk,9,176.56,20
CUST-56C25A87,60+,F,Loyal,11,282.68,24
CUST-CE1B1D4A,46-60,M,Loyal,12,602.82,9
CUST-8FF4DCC0,60+,F,Loyal,1,31.66,3
CUST-22B57966,18-25,F,Loyal,10,580.83,27
CUST-1FD60910,46-60,M,Lapsed,3,25.69,4
CUST-D7822D8D,36-45,F,Loyal,7,46.52,54
CUST-599355E5,18-25,F,Loyal,1,20.06,33
CUST-10471630,46-60,M,Loyal,1,25.53,18
CUST-921E79D9,26-35,Unknown,Loyal,12,95.82,37
CUST-FF7BFA43,46-60,M,Loyal,11,319.65,43
CUST-D93C21D7,46-60,M,New,14,452.7,56
CUST-822DB36A,36-45,M,At-Risk,11,123.47,48
CUST-A80943F3,18-25,M,New,9,205.44,9
CUST-85042540,60+,F,Loyal,2,27.65,2
CUST-389E8E05,26-35,M,New,12,669.9,9
CUST-7606A2C9,46-60,M,Loyal,4,88.54,54
CUST-2DDC7F11,46-60,Unknown,At-Risk,2,59.36,21
CUST-DCA558AB,18-25,M,Lapsed,11,430.11,15
CUST-E0F1ED36,36-45,M,Loyal,9,118.02,4
CUST-4514DDB2,60+,M,Loyal,3,68.01,14
CUST-245CDEC1,60+,F,At-Risk,9,405.67,14
CUST-23A85BC7,26-35,M,Loyal,11,350.59,19
CUST-BEB890FD,26-35,M,Loyal,8,88.4,63
CUST-4B62E2E5,26-35,F,Loyal,11,397.18,39
CUST-A8F10E88,46-60,M,Loyal,8,109.57,16
CUST-06DAC6D3,26-35,F,New,6,177.69,46
CUST-8B1819BD,18-25,F,Loyal,4,87.69,63
CUST-51C7F315,36-45,F,Lapsed,4,111.24,16
CUST-388A8991,60+,M,New,13,87.19,77
CUST-009D1327,36-45,Unknown,Loyal,6,70.61,74
CUST-843EEAD3,46-60,M,Loyal,11,96.6,22
CUST-21B17EC7,26-35,M,New,6,151.17,24
CUST-7B060B71,46-60,F,Lapsed,8,185.15,56
CUST-7BE43125,36-45,M,New,10,378.14,3
CUST-F519A8C1,60+,M,Loyal,8,69.87,6
CUST-5AB736C5,46-60,F,At-Risk,12,99.28,44
CUST-0A48DA7A,26-35,M,New,14,448.71,6
CUST-7EBF851B,36-45,M,New,13,247.88,26
CUST-1F0C5BCB,18-25,F,Loyal,14,601.09,37
CUST-95E6EE07,26-35,M,New,1,9.85,3
CUST-0421B08B,60+,F,Loyal,12,179.78,10
CUST-A94F46A7,36-45,F,Loyal,11,291.66,2
CUST-40F2684F,60+,M,Loyal,7,224.16,18
CUST-1CAD5C4F,18-25,M,Loyal,5,163.8,3
CUST-DCE12FE4,60+,M,Lapsed,1,5.35,5
CUST-CCFAD3AC,60+,M,Loyal,13,135.47,13
CUST-E04B7BDA,46-60,M,Loyal,13,628.12,7
CUST-C12C9CFE,26-35,F,New,2,33.41,70
CUST-E5D3A7F1,60+,M,New,9,276.11,30
CUST-4898A6C8,60+,F,Loyal,9,186.78,52
CUST-F7DBBE45,26-35,M,Loyal,3,41.41,9
CUST-A6EA96DD,60+,M,Loyal,9,169.77,9
CUST-7A3613EE,60+,M,Loyal,13,829.97,21
CUST-7B84D37B,26-35,M,New,5,17.45,79
CUST-D97E5EA8,36-45,F,Loyal,11,81.63,23
CUST-3CC1BBBB,36-45,F,Loyal,15,677.77,6
CUST-49980C48,36-45,Unknown,At-Risk,7,85.14,5
CUST-899C40C8,60+,M,Loyal,2,21.34,6
CUST-84E04FDA,60+,M,Loyal,5,80.46,4
CUST-D757575D,26-35,F,Loyal,3,136.06,20
CUST-36DEEB03,36-45,F,New,6,181.53,21
CUST-5A865196,36-45,M,Loyal,10,542.44,2
CUST-ECC89D25,36-45,M,Loyal,4,115.68,80
CUST-10AC8A3B,46-60,F,Loyal,8,210.16,5
CUST-7CB893F9,46-60,M,Loyal,15,288.95,22
CUST-BCDCF39F,26-35,F,Loyal,4,199.08,15
CUST-FB131F90,36-45,M,At-Risk,14,785.05,7
CUST-96C72D9C,60+,Unknown,New,5,167.53,79
CUST-024E037F,36-45,F,Loyal,10,53.88,18
CUST-B30F8D7B,36-45,F,New,3,101.36,42
CUST-2BBCAE48,60+,M,Loyal,5,139.71,53
CUST-06BFDADE,60+,F,Loyal,14,764.41,79
CUST-D4331079,46-60,F,Loyal,9,142.76,13
CUST-CA416D0C,36-45,M,Loyal,9,374.76,12
CUST-B0744353,46-60,F,At-Risk,8,374.98,37
CUST-3517EF71,46-60,M,Loyal,4,173.58,52
CUST-D9447779,36-45,F,At-Risk,14,367.04,7
CUST-728959EA,18-25,F,At-Risk,6,343.05,43
CUST-3D0F99E0,36-45,F,New,1,16.69,17
CUST-4E554D43,36-45,F,At-Risk,14,124.66,21
CUST-76C0482F,60+,M,Loyal,1,11.57,14
CUST-B87562F3,46-60,F,Loyal,14,579.48,3
CUST-90D42D66,26-35,F,Lapsed,4,54.2,98
CUST-6CB69740,36-45,M,Loyal,2,44.11,19
CUST-33FFCBE5,36-45,F,Lapsed,4,243.11,27
CUST-231C37F3,36-45,M,At-Risk,10,522.28,8
CUST-BBDE4424,18-25,M,At-Risk,9,404.38,67
CUST-77BD4FD1,60+,F,Loyal,3,120.15,23
CUST-905DADCF,60+,M,Loyal,5,45.18,60
CUST-66B33148,60+,M,Loyal,4,77.87,69
CUST-DC4CCEAA,36-45,M,Loyal,10,296.07,13
CUST-EBDCF822,46-60,F,At-Risk,13,327.62,10
CUST-79DB6411,46-60,M,Loyal,4,62.92,3
CUST-ED585A13,36-45,M,Loyal,14,133.84,23
CUST-F0D7DB51,18-25,M,Lapsed,7,313.81,23
CUST-FD809E66,26-35,M,Loyal,2,62.81,8
CUST-514A6BAA,26-35,M,At-Risk,5,195.68,12
CUST-CFBAD482,60+,F,Loyal,14,309.41,58
